name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
Kepler-1344 b,2786,4.04 Earths,14.192,2016
Kepler-1345 b,4420,6.17 Earths,13.775,2016
Kepler-1346 b,2752,3.12 Earths,14.625,2016
Kepler-1347 b,1047,1.08 Earths,13.557,2016
Kepler-1348 b,3959,4.42 Earths,14.871,2016
Kepler-1349 b,901,0.271 Earths,11.209,2016
Kepler-134 b,1092,4.66 Earths,12.318,2014
Kepler-134 c,1092,2.13 Earths,12.318,2014
Kepler-1350 b,1111,6.9 Earths,16.577,2016
Kepler-1350 c,1111,3.64 Earths,16.577,2016
Kepler-1351 b,661,0.208 Earths,14.328,2016
Kepler-1352 b,2188,0.64 Earths,13.338,2016
Kepler-1353 b,1936,3.89 Earths,15.734,2016
Kepler-1362 b,2385,7.27 Earths,16.05,2016
Kepler-1363 b,1767,2.1 Earths,15.454,2016
Kepler-1364 b,3448,5.27 Earths,13.196,2016
Kepler-1365 b,2740,0.721 Earths,13.417,2016
Kepler-1365 c,2740,0.437 Earths,13.417,2016
Kepler-1366 b,1520,2.63 Earths,16.685,2016
Kepler-1367 b,1310,0.721 Earths,16.012,2016
Kepler-1368 b,5336,3.36 Earths,15.914,2016
Kepler-1369 b,4034,7.7 Earths,15.621,2016
Kepler-136 b,1373,19.8 Earths,11.822,2014
Kepler-1362 b,2385,7.27 Earths,16.05,2016
Kepler-1363 b,1767,2.1 Earths,15.454,2016
Kepler-1364 b,3448,5.27 Earths,13.196,2016
Kepler-1365 b,2740,0.721 Earths,13.417,2016
Kepler-1365 c,2740,0.437 Earths,13.417,2016
Kepler-1366 b,1520,2.63 Earths,16.685,2016
Kepler-1367 b,1310,0.721 Earths,16.012,2016
Kepler-1368 b,5336,3.36 Earths,15.914,2016
Kepler-1369 b,4034,7.7 Earths,15.621,2016
Kepler-136 b,1373,19.8 Earths,11.822,2014
Kepler-136 c,1373,4.62 Earths,11.822,2014
Kepler-1370 b,3275,4.04 Earths,13.718,2016
Kepler-1370 c,3275,2.15 Earths,13.718,2016
Kepler-1371 b,1681,0.315 Earths,14.018,2016
Kepler-1371 c,1681,0.196 Earths,14.018,2016
Kepler-1372 b,4251,2.15 Earths,15.667,2016
Kepler-1373 b,5544,1.65 Earths,14.328,2016
Kepler-1374 b,3518,5.86 Earths,15.991,2016
Kepler-1375 b,4667,3.68 Earths,13.864,2016
Kepler-1376 b,2832,1.16 Earths,14.792,2016
Kepler-136 c,1373,4.62 Earths,11.822,2014
Kepler-1370 b,3275,4.04 Earths,13.718,2016
Kepler-1370 c,3275,2.15 Earths,13.718,2016
Kepler-1371 b,1681,0.315 Earths,14.018,2016
Kepler-1371 c,1681,0.196 Earths,14.018,2016
Kepler-1372 b,4251,2.15 Earths,15.667,2016
Kepler-1373 b,5544,1.65 Earths,14.328,2016
Kepler-1374 b,3518,5.86 Earths,15.991,2016
Kepler-1375 b,4667,3.68 Earths,13.864,2016
Kepler-1376 b,2832,1.16 Earths,14.792,2016
Kepler-136 c,1373,4.62 Earths,11.822,2014
Kepler-1370 b,3275,4.04 Earths,13.718,2016
Kepler-1370 c,3275,2.15 Earths,13.718,2016
Kepler-1371 b,1681,0.315 Earths,14.018,2016
Kepler-1371 c,1681,0.196 Earths,14.018,2016
Kepler-1372 b,4251,2.15 Earths,15.667,2016
Kepler-1373 b,5544,1.65 Earths,14.328,2016
Kepler-1374 b,3518,5.86 Earths,15.991,2016
Kepler-1375 b,4667,3.68 Earths,13.864,2016
Kepler-1376 b,2832,1.16 Earths,14.792,2016
Kepler-1377 b,3739,2.1 Earths,15.857,2016
Kepler-1378 b,1652,5.48 Earths,16.5497,2016
Kepler-1379 b,3168,2.24 Earths,16.107,2016
Kepler-137 b,988,2.76 Earths,13.063,2014
Kepler-137 c,988,4.19 Earths,13.063,2014
Kepler-1380 b,8034,2.63 Earths,15.816,2016
Kepler-1381 b,3905,5.69 Earths,15.579,2016
Kepler-1382 b,2408,4.19 Earths,12.857,2016
Kepler-1383 b,3351,2.57 Earths,13.832,2016
Kepler-1384 b,2016,4.42 Earths,15.7578,2016
Kepler-1377 b,3739,2.1 Earths,15.857,2016
Kepler-1378 b,1652,5.48 Earths,16.5497,2016
Kepler-1379 b,3168,2.24 Earths,16.107,2016
Kepler-137 b,988,2.76 Earths,13.063,2014
Kepler-137 c,988,4.19 Earths,13.063,2014
Kepler-1380 b,8034,2.63 Earths,15.816,2016
Kepler-1381 b,3905,5.69 Earths,15.579,2016
Kepler-1382 b,2408,4.19 Earths,12.857,2016
Kepler-1383 b,3351,2.57 Earths,13.832,2016
Kepler-1384 b,2016,4.42 Earths,15.7578,2016
Kepler-1385 b,2247,0.543 Earths,12.947,2016
Kepler-1386 b,2727,2.07 Earths,14.597,2016
Kepler-1387 b,1485,0.749 Earths,14.727,2016
Kepler-1388 b,1480,7.22 Earths,16.43,2016
Kepler-1388 c,1480,5.73 Earths,16.43,2016
Kepler-1388 d,1480,8.55 Earths,16.43,2016
Kepler-1388 e,1480,6.62 Earths,16.43,2016
Kepler-1389 b,1622,3.78 Earths,14.896,2016
Kepler-138 b,218,0.066 Earths,13.04,2014
Kepler-138 c,218,1.97 Earths,13.04,2014
Kepler-138 d,218,0.64 Earths,13.04,2014
Kepler-1390 b,2360,1.76 Earths,14.558,2016
Kepler-1391 b,3387,3.46 Earths,13.906,2016
Kepler-1392 b,3644,4.5 Earths,15.963,2016
Kepler-1393 b,1776,0.437 Earths,13.476,2016
Kepler-1394 b,2089,2.51 Earths,11.714,2016
Kepler-1395 b,1608,0.437 Earths,12.632,2016
Kepler-1396 b,3479,4.94 Earths,14.691,2016
Kepler-1397 b,3909,3.61 Earths,14.324,2016
Kepler-1398 b,2780,0.666 Earths,13.752,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1398 c,2780,1.08 Earths,13.752,2016
Kepler-1399 b,4520,2.1 Earths,15.572,2016
Kepler-139 b,1276,8.96 Earths,12.775,2014
Kepler-139 c,1276,11.4 Earths,12.775,2014
Kepler-1400 b,2454,3.26 Earths,16.067,2016
Kepler-1401 b,4650,3.46 Earths,15.224,2016
Kepler-1402 b,4872,0.363 Earths,14.78,2016
Kepler-1403 b,7059,5.22 Earths,15.713,2016
Kepler-1404 b,3139,4.7 Earths,15.931,2016
Kepler-1405 b,4992,14.9 Earths,16.028,2016
Kepler-1414 b,1862,2.04 Earths,14.989,2016
Kepler-1415 b,3404,2.21 Earths,15.937,2016
Kepler-1416 b,3098,0.615 Earths,14.369,2016
Kepler-1417 b,3235,0.972 Earths,14.038,2016
Kepler-1418 b,1628,3.39 Earths,15.461,2016
Kepler-1419 b,4888,8.55 Earths,15.96,2016
Kepler-141 b,982,0.257 Earths,13.624,2014
Kepler-141 c,982,2.57 Earths,13.624,2014
Kepler-1420 b,3439,2.18 Earths,15.894,2016
Kepler-1421 b,2555,0.749 Earths,12.868,2016
Kepler-1414 b,1862,2.04 Earths,14.989,2016
Kepler-1415 b,3404,2.21 Earths,15.937,2016
Kepler-1416 b,3098,0.615 Earths,14.369,2016
Kepler-1417 b,3235,0.972 Earths,14.038,2016
Kepler-1418 b,1628,3.39 Earths,15.461,2016
Kepler-1419 b,4888,8.55 Earths,15.96,2016
Kepler-141 b,982,0.257 Earths,13.624,2014
Kepler-141 c,982,2.57 Earths,13.624,2014
Kepler-1420 b,3439,2.18 Earths,15.894,2016
Kepler-1421 b,2555,0.749 Earths,12.868,2016
Kepler-1422 b,8044,4.74 Earths,15.741,2016
Kepler-1423 b,1465,1.2 Earths,14.721,2016
Kepler-1424 b,2158,1.65 Earths,13.756,2016
Kepler-1425 b,2818,0.779 Earths,13.681,2016
Kepler-1426 b,5538,3.05 Earths,15.464,2016
Kepler-1427 b,3980,1.37 Earths,15.601,2016
Kepler-1428 b,4992,3.33 Earths,13.759,2016
Kepler-1429 b,3960,2.21 Earths,15.053,2016
Kepler-142 b,1790,4.62 Earths,13.277,2014
Kepler-142 c,1790,8.55 Earths,13.277,2014
Kepler-1463 b,5505,4.12 Earths,15.905,2016
Kepler-1464 b,3757,3.39 Earths,14.358,2016
Kepler-1464 c,3757,0.972 Earths,14.358,2016
Kepler-1465 b,1173,3.78 Earths,14.724,2016
Kepler-1466 b,2061,3.02 Earths,14.026,2016
Kepler-1467 b,2782,10.9 Earths,15.83,2016
Kepler-1468 b,6195,3.64 Earths,15.111,2016
Kepler-1468 c,6195,1.6 Earths,15.111,2016
Kepler-1469 b,3782,8.25 Earths,16.2388,2016
Kepler-146 b,2338,13.3 Earths,13.921,2014
Kepler-150 b,2907,2.1 Earths,15.161,2014
Kepler-150 c,2907,13.2 Earths,15.161,2014
Kepler-150 d,2907,8.2 Earths,15.161,2014
Kepler-150 e,2907,9.91 Earths,15.161,2014
Kepler-150 f,2907,12.9 Earths,15.161,2017
Kepler-1510 b,5533,11.2 Earths,15.315,2016
Kepler-1511 b,4813,3.46 Earths,13.564,2016
Kepler-1512 b,528,1.76 Earths,13.451,2016
Kepler-1513 b,1139,0.17 Jupiters,13.071,2016
Kepler-1514 b,1296,5.28 Jupiters,11.766,2016
Kepler-150 b,2907,2.1 Earths,15.161,2014
Kepler-150 c,2907,13.2 Earths,15.161,2014
Kepler-150 d,2907,8.2 Earths,15.161,2014
Kepler-150 e,2907,9.91 Earths,15.161,2014
Kepler-150 f,2907,12.9 Earths,15.161,2017
Kepler-1510 b,5533,11.2 Earths,15.315,2016
Kepler-1511 b,4813,3.46 Earths,13.564,2016
Kepler-1512 b,528,1.76 Earths,13.451,2016
Kepler-1513 b,1139,0.17 Jupiters,13.071,2016
Kepler-1514 b,1296,5.28 Jupiters,11.766,2016
Kepler-150 b,2907,2.1 Earths,15.161,2014
Kepler-150 c,2907,13.2 Earths,15.161,2014
Kepler-150 d,2907,8.2 Earths,15.161,2014
Kepler-150 e,2907,9.91 Earths,15.161,2014
Kepler-150 f,2907,12.9 Earths,15.161,2017
Kepler-1510 b,5533,11.2 Earths,15.315,2016
Kepler-1511 b,4813,3.46 Earths,13.564,2016
Kepler-1512 b,528,1.76 Earths,13.451,2016
Kepler-1513 b,1139,0.17 Jupiters,13.071,2016
Kepler-1514 b,1296,5.28 Jupiters,11.766,2016
Kepler-150 b,2907,2.1 Earths,15.161,2014
Kepler-150 c,2907,13.2 Earths,15.161,2014
Kepler-150 d,2907,8.2 Earths,15.161,2014
Kepler-150 e,2907,9.91 Earths,15.161,2014
Kepler-150 f,2907,12.9 Earths,15.161,2017
Kepler-1510 b,5533,11.2 Earths,15.315,2016
Kepler-1511 b,4813,3.46 Earths,13.564,2016
Kepler-1512 b,528,1.76 Earths,13.451,2016
Kepler-1513 b,1139,0.17 Jupiters,13.071,2016
Kepler-1514 b,1296,5.28 Jupiters,11.766,2016
Kepler-150 b,2907,2.1 Earths,15.161,2014
Kepler-150 c,2907,13.2 Earths,15.161,2014
Kepler-150 d,2907,8.2 Earths,15.161,2014
Kepler-150 e,2907,9.91 Earths,15.161,2014
Kepler-150 f,2907,12.9 Earths,15.161,2017
Kepler-1510 b,5533,11.2 Earths,15.315,2016
Kepler-1511 b,4813,3.46 Earths,13.564,2016
Kepler-1512 b,528,1.76 Earths,13.451,2016
Kepler-1513 b,1139,0.17 Jupiters,13.071,2016
Kepler-1514 b,1296,5.28 Jupiters,11.766,2016
Kepler-1514 c,1296,1.74 Earths,11.766,2020
Kepler-1515 b,1759,0.208 Jupiters,12.1,2016
Kepler-1516 b,4433,3.71 Earths,14.65,2016
Kepler-1517 b,2764,0.216 Jupiters,12.228,2016
Kepler-1518 b,2947,9.53 Earths,13.374,2016
Kepler-1519 b,4703,39.6 Earths,15.124,2016
Kepler-151 b,2120,9.59 Earths,14.957,2014
Kepler-151 c,2120,5.02 Earths,14.957,2014
Kepler-1520 b,1983,28.1 Earths,16.002,2016
Kepler-1521 b,675,6.8 Earths,13.049,2016
Kepler-1522 b,2656,3.64 Earths,14.357,2016
Kepler-1523 b,2824,3.12 Earths,14.993,2016
Kepler-1524 b,1245,12.3 Earths,12.802,2016
Kepler-1525 b,1249,0.693 Earths,12.797,2016
Kepler-1526 b,1812,6.48 Earths,15.935,2016
Kepler-1527 b,6009,20.4 Earths,15.161,2016
Kepler-1528 b,2667,2.73 Earths,14.576,2016
Kepler-1529 b,2156,5.06 Earths,15.297,2016
Kepler-152 b,1439,8.2 Earths,14.379,2014
Kepler-152 c,1439,6.3 Earths,14.379,2014
Kepler-1522 b,2656,3.64 Earths,14.357,2016
Kepler-1523 b,2824,3.12 Earths,14.993,2016
Kepler-1524 b,1245,12.3 Earths,12.802,2016
Kepler-1525 b,1249,0.693 Earths,12.797,2016
Kepler-1526 b,1812,6.48 Earths,15.935,2016
Kepler-1527 b,6009,20.4 Earths,15.161,2016
Kepler-1528 b,2667,2.73 Earths,14.576,2016
Kepler-1529 b,2156,5.06 Earths,15.297,2016
Kepler-152 b,1439,8.2 Earths,14.379,2014
Kepler-152 c,1439,6.3 Earths,14.379,2014
Kepler-1539 b,2441,7.75 Earths,15.487,2016
Kepler-153 b,1498,8.85 Earths,14.388,2014
Kepler-153 c,1498,6.94 Earths,14.388,2014
Kepler-1540 b,799,6.76 Earths,14.429,2016
Kepler-1541 b,1359,1.65 Earths,13.944,2016
Kepler-1542 b,1302,0.363 Earths,12.734,2016
Kepler-1542 c,1302,0.208 Earths,12.734,2016
Kepler-1542 d,1302,0.59 Earths,12.734,2016
Kepler-1542 e,1302,0.363 Earths,12.734,2016
Kepler-1543 b,3007,7.8 Earths,13.495,2016
Kepler-1539 b,2441,7.75 Earths,15.487,2016
Kepler-153 b,1498,8.85 Earths,14.388,2014
Kepler-153 c,1498,6.94 Earths,14.388,2014
Kepler-1540 b,799,6.76 Earths,14.429,2016
Kepler-1541 b,1359,1.65 Earths,13.944,2016
Kepler-1542 b,1302,0.363 Earths,12.734,2016
Kepler-1542 c,1302,0.208 Earths,12.734,2016
Kepler-1542 d,1302,0.59 Earths,12.734,2016
Kepler-1542 e,1302,0.363 Earths,12.734,2016
Kepler-1543 b,3007,7.8 Earths,13.495,2016
Kepler-1539 b,2441,7.75 Earths,15.487,2016
Kepler-153 b,1498,8.85 Earths,14.388,2014
Kepler-153 c,1498,6.94 Earths,14.388,2014
Kepler-1540 b,799,6.76 Earths,14.429,2016
Kepler-1541 b,1359,1.65 Earths,13.944,2016
Kepler-1542 b,1302,0.363 Earths,12.734,2016
Kepler-1542 c,1302,0.208 Earths,12.734,2016
Kepler-1542 d,1302,0.59 Earths,12.734,2016
Kepler-1542 e,1302,0.363 Earths,12.734,2016
Kepler-1543 b,3007,7.8 Earths,13.495,2016
Kepler-1539 b,2441,7.75 Earths,15.487,2016
Kepler-153 b,1498,8.85 Earths,14.388,2014
Kepler-153 c,1498,6.94 Earths,14.388,2014
Kepler-1540 b,799,6.76 Earths,14.429,2016
Kepler-1541 b,1359,1.65 Earths,13.944,2016
Kepler-1542 b,1302,0.363 Earths,12.734,2016
Kepler-1542 c,1302,0.208 Earths,12.734,2016
Kepler-1542 d,1302,0.59 Earths,12.734,2016
Kepler-1542 e,1302,0.363 Earths,12.734,2016
Kepler-1543 b,3007,7.8 Earths,13.495,2016
Kepler-1544 b,1093,3.82 Earths,14.287,2016
Kepler-1545 b,2381,7.75 Earths,15.256,2016
Kepler-1546 b,3040,9.96 Earths,15.596,2016
Kepler-1547 b,2201,0.666 Earths,13.464,2016
Kepler-1548 b,2845,7.46 Earths,15.324,2016
Kepler-1549 b,2620,7.13 Earths,15.353,2016
Kepler-154 b,2985,5.73 Earths,14.646,2014
Kepler-154 c,2985,9.01 Earths,14.646,2014
Kepler-154 d,2985,14.1 Earths,14.646,2016
Kepler-154 e,2985,2.86 Earths,14.646,2016
Kepler-1544 b,1093,3.82 Earths,14.287,2016
Kepler-1545 b,2381,7.75 Earths,15.256,2016
Kepler-1546 b,3040,9.96 Earths,15.596,2016
Kepler-1547 b,2201,0.666 Earths,13.464,2016
Kepler-1548 b,2845,7.46 Earths,15.324,2016
Kepler-1549 b,2620,7.13 Earths,15.353,2016
Kepler-154 b,2985,5.73 Earths,14.646,2014
Kepler-154 c,2985,9.01 Earths,14.646,2014
Kepler-154 d,2985,14.1 Earths,14.646,2016
Kepler-154 e,2985,2.86 Earths,14.646,2016
Kepler-1544 b,1093,3.82 Earths,14.287,2016
Kepler-1545 b,2381,7.75 Earths,15.256,2016
Kepler-1546 b,3040,9.96 Earths,15.596,2016
Kepler-1547 b,2201,0.666 Earths,13.464,2016
Kepler-1548 b,2845,7.46 Earths,15.324,2016
Kepler-1549 b,2620,7.13 Earths,15.353,2016
Kepler-154 b,2985,5.73 Earths,14.646,2014
Kepler-154 c,2985,9.01 Earths,14.646,2014
Kepler-154 d,2985,14.1 Earths,14.646,2016
Kepler-154 e,2985,2.86 Earths,14.646,2016
Kepler-1567 b,3934,7.9 Earths,15.92,2016
Kepler-1568 b,2989,2.24 Earths,14.138,2016
Kepler-1569 b,3084,3.46 Earths,14.123,2016
Kepler-156 b,1447,5.9 Earths,14.339,2014
Kepler-156 c,1447,7.04 Earths,14.339,2014
Kepler-1570 b,2998,1.24 Earths,14.242,2016
Kepler-1571 b,2203,2.92 Earths,13.975,2016
Kepler-1572 b,3088,0.779 Earths,13.879,2016
Kepler-1573 b,4747,1.87 Earths,15.304,2016
Kepler-1574 b,4515,2.21 Earths,15.188,2016
Kepler-1567 b,3934,7.9 Earths,15.92,2016
Kepler-1568 b,2989,2.24 Earths,14.138,2016
Kepler-1569 b,3084,3.46 Earths,14.123,2016
Kepler-156 b,1447,5.9 Earths,14.339,2014
Kepler-156 c,1447,7.04 Earths,14.339,2014
Kepler-1570 b,2998,1.24 Earths,14.242,2016
Kepler-1571 b,2203,2.92 Earths,13.975,2016
Kepler-1572 b,3088,0.779 Earths,13.879,2016
Kepler-1573 b,4747,1.87 Earths,15.304,2016
Kepler-1574 b,4515,2.21 Earths,15.188,2016
Kepler-1567 b,3934,7.9 Earths,15.92,2016
Kepler-1568 b,2989,2.24 Earths,14.138,2016
Kepler-1569 b,3084,3.46 Earths,14.123,2016
Kepler-156 b,1447,5.9 Earths,14.339,2014
Kepler-156 c,1447,7.04 Earths,14.339,2014
Kepler-1570 b,2998,1.24 Earths,14.242,2016
Kepler-1571 b,2203,2.92 Earths,13.975,2016
Kepler-1572 b,3088,0.779 Earths,13.879,2016
Kepler-1573 b,4747,1.87 Earths,15.304,2016
Kepler-1574 b,4515,2.21 Earths,15.188,2016
Kepler-1575 b,4067,2.27 Earths,15.53,2016
Kepler-1576 b,1503,1.12 Earths,13.439,2016
Kepler-1577 b,1664,1.51 Earths,15.228,2016
Kepler-1578 b,3471,1.12 Earths,15.585,2016
Kepler-1579 b,1520,0.52 Earths,15.49,2016
Kepler-157 b,2524,2.3 Earths,14.206,2014
Kepler-157 c,2524,5.65 Earths,14.206,2014
Kepler-157 d,2524,2.73 Earths,14.206,2016
Kepler-1580 b,3269,5.1 Earths,12.635,2016
Kepler-1581 b,1609,0.437 Earths,12.442,2016
Kepler-1575 b,4067,2.27 Earths,15.53,2016
Kepler-1576 b,1503,1.12 Earths,13.439,2016
Kepler-1577 b,1664,1.51 Earths,15.228,2016
Kepler-1578 b,3471,1.12 Earths,15.585,2016
Kepler-1579 b,1520,0.52 Earths,15.49,2016
Kepler-157 b,2524,2.3 Earths,14.206,2014
Kepler-157 c,2524,5.65 Earths,14.206,2014
Kepler-157 d,2524,2.73 Earths,14.206,2016
Kepler-1580 b,3269,5.1 Earths,12.635,2016
Kepler-1581 b,1609,0.437 Earths,12.442,2016
Kepler-1582 b,257,2.83 Earths,17.96,2016
Kepler-1583 b,1318,0.156 Earths,12.976,2016
Kepler-1584 b,4620,3.22 Earths,15.105,2016
Kepler-1585 b,3081,3.86 Earths,16.326,2016
Kepler-1586 b,1802,2.92 Earths,13.278,2016
Kepler-1587 b,3348,2.33 Earths,14.166,2016
Kepler-1588 b,3015,0.363 Earths,13.94,2016
Kepler-1589 b,4936,1.32 Earths,15.074,2016
Kepler-158 b,1028,5.14 Earths,14.743,2014
Kepler-158 c,1028,4.27 Earths,14.743,2014
Kepler-1582 b,257,2.83 Earths,17.96,2016
Kepler-1583 b,1318,0.156 Earths,12.976,2016
Kepler-1584 b,4620,3.22 Earths,15.105,2016
Kepler-1585 b,3081,3.86 Earths,16.326,2016
Kepler-1586 b,1802,2.92 Earths,13.278,2016
Kepler-1587 b,3348,2.33 Earths,14.166,2016
Kepler-1588 b,3015,0.363 Earths,13.94,2016
Kepler-1589 b,4936,1.32 Earths,15.074,2016
Kepler-158 b,1028,5.14 Earths,14.743,2014
